0,18.0621743334,0.326639902513
0,3.92977244015,0.320836509679
0,3.40021866979,0.251041780409
0,12.1953403815,2.66593201793
0,3.20360637232,1.98555101528
0,1.51558246949,1.41278235332
0,1.60496624771,0.45565557997
0,0.344989438337,0.286168641784
1,31.0524015907,5.78364590311
1,31.1741115827,3.93953352169
1,39.0626799935,10.4069763979
1,42.6028476161,3.85999209161
1,31.9110180508,9.14251772512
1,33.1670475928,16.4612916337
1,25.3139986241,9.28357985702
1,23.0581946785,4.08011313798
2,36.8205370456,34.0609725944
2,35.4204187808,35.3723647045
2,43.9058953403,7.06237507832
2,35.2561586164,16.9799353998
2,48.1449644287,12.9987491888
2,41.6821313705,9.07906757994
2,31.4107183195,27.9490890579
2,41.6982641935,31.2208593894
3,22.6009747599,31.3003731182
3,46.2570062162,47.4043438317
3,49.8360593421,49.9714898397
3,34.7938292523,49.5810089216
3,20.4992100847,45.8942438365
3,43.4996339616,47.0875148803
3,34.0675940707,46.8631449948
3,31.7528892247,32.5589928528
4,0.213847652243,49.8876771056
4,9.81404286038,48.33389093
4,4.35643740847,46.1232978428
4,17.7291853076,32.359967838
4,17.8051330826,48.9733197037
4,2.60453179853,49.3017650325
4,7.92562751165,44.7658028387
4,11.0243591682,47.3241269198
5,5.26345132106,44.6221575783
5,3.30226243652,39.2844575097
5,10.4867870797,24.5032585437
5,0.751307896443,28.2848136975
5,18.1116300625,27.3033628264
5,10.2059898657,38.9006073436
5,11.9284428852,31.624413898
5,1.86479950314,4.14228175811
