0,0.976930564087,0.598736214165
0,11.5892847208,8.00917641036
0,2.70327591563,1.8203302764
0,12.6704934637,0.088920798764
0,5.53898577698,2.79354980542
0,15.2585207091,10.5615716063
0,11.2645365714,1.2881498227
0,8.61719330428,4.95186490516
1,49.0083245819,0.887309847049
1,31.4898907561,5.3872273742
1,22.4922478413,7.83904894335
1,33.7286572615,7.10797565748
1,45.9045316645,2.68739549844
1,23.8068171274,4.50260631722
1,37.9991693734,8.85270173816
1,26.6085035983,22.681096982
2,31.4175672729,22.5496512528
2,48.7155511484,22.1568643019
2,35.401457774,35.2388432063
2,29.0955280428,28.9924019318
2,25.3931990498,25.2142770026
2,39.8579914909,21.0504826948
2,44.8780200763,37.9251552335
2,44.3611418436,13.577610745
3,28.448268329,45.7060186105
3,38.0867321157,46.4700056666
3,46.3639270768,49.6731507794
3,49.4015286776,49.6049271921
3,37.8640422748,47.1704780727
3,44.7156218709,47.8414938516
3,29.901529714,35.9526614722
3,44.2196026288,45.6441978906
4,15.4643514527,38.7178531617
4,8.00201550692,48.5520665585
4,6.19313202561,47.0864254311
4,0.796525019774,49.7885295444
4,19.4499197976,31.2721329501
4,1.28149696264,48.7642409289
4,3.57780638374,48.2787217967
4,17.0640807991,39.6581625682
5,4.33401619193,15.9077091088
5,3.63368041642,18.1090316778
5,6.59127411493,17.4712266423
5,15.4117098339,20.2524293614
5,8.34452214573,34.5669521405
5,16.4617992349,22.0030799021
5,0.252884404912,10.3265777124
5,8.2668137629,35.1126531871
